family_id	head	size	peak_zipf	median_zipf	peak_word	charged	labelled	charged_pct	eligible	covered	synsets
oewn-01656475-a	onside	1	2.78	2.78	onside	0	1	0.0	0	0	1
oewn-02907474-a	parietal	1	2.78	2.78	parietal	0	1	0.0	0	0	1
oewn-03165266-a	regenerating	1	2.78	2.78	regenerating	0	1	0.0	0	0	1
oewn-00910883-a	flattering	6	4.81	2.77	becoming	6	7	0.86	0	0	4
oewn-01545800-a	unmodulated	5	4.72	2.77	flat	1	5	0.2	0	0	2
oewn-00179263-a	unpropitious	5	4.72	2.77	ill	5	5	1.0	0	0	3
oewn-02951256-a	rotatory	2	4.17	2.77	revolutionary	2	2	1.0	0	0	1
oewn-00919820-a	convertible	4	3.55	2.77	convertible	2	4	0.5	0	0	2
oewn-00562851-a	congenial	2	2.97	2.77	sociable	2	2	1.0	0	0	2
oewn-00935964-a	expendable	3	2.96	2.77	expendable	2	3	0.67	0	0	3
oewn-00703461-a	inflected	2	2.96	2.77	modulated	0	2	0.0	0	0	2
oewn-03116586-a	purgatorial	3	2.94	2.77	purging	3	3	1.0	0	0	1
oewn-01838663-a	plowed	3	2.93	2.77	plowed	2	3	0.67	0	0	2
oewn-01962882-a	recoverable	3	2.8	2.77	recoverable	2	3	0.67	0	0	3
oewn-02921819-a	astrological	1	2.77	2.77	astrological	0	1	0.0	0	0	1
oewn-03067063-a	cockney	1	2.77	2.77	cockney	0	1	0.0	0	0	1
oewn-02725980-a	dynastic	1	2.77	2.77	dynastic	0	1	0.0	0	0	1
oewn-03016547-a	enzymatic	1	2.77	2.77	enzymatic	0	1	0.0	0	0	1
oewn-02733537-a	esophageal	1	2.77	2.77	esophageal	0	1	0.0	0	0	1
oewn-01308747-a	gnostic	1	2.77	2.77	gnostic	0	1	0.0	0	0	1
oewn-01339879-a	intelligible	1	2.77	2.77	intelligible	1	1	1.0	0	0	1
oewn-01704528-a	roofed	1	2.77	2.77	roofed	1	1	1.0	0	0	1
oewn-02810620-a	squint-eyed	1	2.77	2.77	squint-eyed	1	1	1.0	0	0	1
oewn-02294026-a	unvoiced	5	5.53	2.76	hard	1	5	0.2	0	0	2
oewn-02558087-a	wet	39	4.54	2.76	wet	8	43	0.19	0	0	21
oewn-00117340-a	resentful	4	4.21	2.76	bitter	3	4	0.75	0	0	3
oewn-00539559-a	convex	16	4.17	2.76	bell-shaped	2	16	0.12	0	0	9
oewn-02357386-a	superjacent	5	3.77	2.76	incumbent	0	5	0.0	0	0	4
oewn-00875818-a	endothermic	4	3.48	2.76	heat-absorbing	0	4	0.0	0	0	2
oewn-01776577-a	permeable	3	3.37	2.76	porous	0	3	0.0	0	0	3
oewn-01333938-a	integrative	9	3.15	2.76	unifying	0	9	0.0	0	0	5
oewn-01328403-a	edifying	2	3.09	2.76	enlightening	2	2	1.0	0	0	1
oewn-01363329-a	wrinkled	3	3.0	2.76	wrinkled	1	3	0.33	0	0	2
oewn-02629821-a	anabolic	1	2.76	2.76	anabolic	0	1	0.0	0	0	1
oewn-00846453-a	forceless	4	2.76	2.76	wimpy	4	4	1.0	0	0	2
oewn-01247069-a	inhospitable	1	2.76	2.76	inhospitable	1	1	1.0	0	0	1
oewn-01173484-a	inoperable	1	2.76	2.76	inoperable	1	1	1.0	0	0	1
oewn-02914899-a	mucous	2	2.76	2.76	mucous	2	2	1.0	0	0	1
oewn-01036293-a	pigeon-toed	1	2.76	2.76	pigeon-toed	0	1	0.0	0	0	1
oewn-02034525-a	rimmed	3	2.76	2.76	red-rimmed	1	3	0.33	0	0	3
oewn-02950609-a	riparian	1	2.76	2.76	riparian	0	1	0.0	0	0	1
oewn-02498383-a	transitive	1	2.76	2.76	transitive	0	1	0.0	0	0	1
oewn-00273948-a	dark	27	5.46	2.75	black	7	28	0.25	0	0	15
oewn-00074954-a	unaffected	6	5.11	2.75	natural	4	6	0.67	0	0	5
oewn-01402332-a	caulked	4	4.83	2.75	stopped-up	1	4	0.25	0	0	3
oewn-02943260-a	mensural	3	4.25	2.75	measured	0	3	0.0	0	0	1
oewn-03056383-a	arithmetical	2	3.4	2.75	arithmetic	0	2	0.0	0	0	1
oewn-00949706-a	expansive	8	3.38	2.75	expansive	2	8	0.25	0	0	5
oewn-00164255-a	unwary	3	3.1	2.75	gullible	3	3	1.0	0	0	3
oewn-00255018-a	unbound	6	2.89	2.75	unfettered	6	6	1.0	0	0	3
oewn-00297220-a	boneless	3	2.88	2.75	boned	1	3	0.33	0	0	2
oewn-02244389-a	lubricated	2	2.88	2.75	greased	2	2	1.0	0	0	1
oewn-03026168-a	cochlear	1	2.75	2.75	cochlear	0	1	0.0	0	0	1
oewn-02929803-a	mass spectroscopic	1	2.75	2.75	mass spectroscopic	0	1	0.0	0	0	1
oewn-02894030-a	musculoskeletal	1	2.75	2.75	musculoskeletal	0	1	0.0	0	0	1
oewn-00122459-a	postmortem	2	2.75	2.75	postmortem	0	2	0.0	0	0	1
oewn-03114015-a	prismatic	1	2.75	2.75	prismatic	0	1	0.0	0	0	1
oewn-02843343-a	reptilian	1	2.75	2.75	reptilian	0	1	0.0	0	0	1
oewn-03037833-a	saponaceous	2	2.75	2.75	soapy	0	2	0.0	0	0	1
oewn-02929584-a	spectroscopic	2	2.75	2.75	spectroscopic	0	2	0.0	0	0	1
oewn-02821491-a	temperamental	1	2.75	2.75	temperamental	0	1	0.0	0	0	1
oewn-00846685-a	elastic	25	5.54	2.74	live	9	25	0.36	0	0	12
oewn-01312946-a	ingenuous	6	5.48	2.74	open	3	6	0.5	0	0	3
oewn-00724949-a	undeniable	7	4.99	2.74	positive	7	7	1.0	0	0	3
oewn-00547235-a	unconcerned	10	4.23	2.74	casual	6	10	0.6	0	0	6
oewn-01086223-a	unfruitful	6	3.73	2.74	unsuccessful	6	6	1.0	0	0	4
oewn-03074710-a	empiric	2	3.62	2.74	empirical	0	2	0.0	0	0	1
oewn-02947357-a	adjectival	2	3.34	2.74	adjective	0	2	0.0	0	0	1
oewn-01543026-a	immodest	2	3.21	2.74	indecent	2	2	1.0	0	0	2
oewn-00642378-a	inconsiderate	4	3.04	2.74	inconsiderate	4	4	1.0	0	0	2
oewn-02669117-a	balsamic	2	2.74	2.74	balsamic	0	2	0.0	0	0	1
oewn-02945403-a	dendritic	1	2.74	2.74	dendritic	0	1	0.0	0	0	1
oewn-02871063-a	eukaryotic	2	2.74	2.74	eukaryotic	2	2	1.0	0	0	1
oewn-03143853-a	zonal	2	2.74	2.74	zonal	0	2	0.0	0	0	1
oewn-02600228-a	zonal	1	2.74	2.74	zonal	0	1	0.0	0	0	1
oewn-01864034-a	private	24	6.1	2.73	one-on-one	4	27	0.15	0	0	15
oewn-02369003-a	susceptible	30	5.48	2.73	open	17	31	0.55	0	0	13
oewn-00433163-a	clear	14	5.25	2.73	clear	6	15	0.4	0	0	7
oewn-02146074-a	shapely	28	5.04	2.73	well-turned	5	28	0.18	0	0	10
oewn-00212038-a	hairless	15	4.14	2.73	smooth-faced	4	15	0.27	0	0	12
oewn-01374064-a	merited	3	4.14	2.73	deserved	3	3	1.0	0	0	2
oewn-00782517-a	mesial	4	4.05	2.73	median	0	4	0.0	0	0	3
oewn-00617613-a	convincing	4	3.97	2.73	convincing	3	4	0.75	0	0	3
oewn-80529909-a	vegan	4	3.95	2.73	vegan	3	4	0.75	0	0	2
oewn-02319224-a	crooked	35	3.92	2.73	hooked	11	35	0.31	0	0	17
oewn-82572455-a	vegetarian	4	3.78	2.73	vegetarian	3	4	0.75	0	0	2
oewn-01258879-a	wintry	7	3.51	2.73	winter-flowering	2	7	0.29	0	0	3
oewn-03085796-a	imperialistic	2	3.14	2.73	imperialist	0	2	0.0	0	0	1
oewn-02714647-a	cordless	1	2.73	2.73	cordless	1	1	1.0	0	0	1
oewn-00697410-a	de jure	1	2.73	2.73	de jure	0	1	0.0	0	0	1
oewn-02732613-a	ergonomic	1	2.73	2.73	ergonomic	0	1	0.0	0	0	1
oewn-03080666-a	glandular	1	2.73	2.73	glandular	0	1	0.0	0	0	1
oewn-02755757-a	hydroxy	1	2.73	2.73	hydroxy	0	1	0.0	0	0	1
oewn-03087226-a	italic	1	2.73	2.73	italic	0	1	0.0	0	0	1
oewn-02931777-a	ontological	1	2.73	2.73	ontological	0	1	0.0	0	0	1
oewn-02927319-a	periodontic	2	2.73	2.73	periodontal	0	2	0.0	0	0	1
oewn-02819653-a	tangential	1	2.73	2.73	tangential	0	1	0.0	0	0	1
oewn-01102083-a	unfunded	1	2.73	2.73	unfunded	0	1	0.0	0	0	1
oewn-00204829-a	forward	6	5.19	2.72	full-face	0	6	0.0	0	0	3
oewn-00933531-a	unexpected	15	5.13	2.72	out of the blue	10	15	0.67	0	0	6
oewn-01632146-a	unsavory	3	4.46	2.72	offensive	3	3	1.0	0	0	1
oewn-02310758-a	unsteady	25	3.98	2.72	shifting	17	25	0.68	0	0	14
oewn-02360857-a	unsupported	3	2.99	2.72	unsupported	1	3	0.33	0	0	3
oewn-01744879-a	unpatriotic	2	2.84	2.72	disloyal	0	2	0.0	0	0	1
oewn-03142357-a	woolen	2	2.74	2.72	woollen	0	2	0.0	0	0	1
oewn-03064741-a	carpal	1	2.72	2.72	carpal	0	1	0.0	0	0	1
oewn-02719512-a	cytoplasmic	2	2.72	2.72	cytoplasmic	0	2	0.0	0	0	1
oewn-03051922-a	dyslexic	1	2.72	2.72	dyslexic	0	1	0.0	0	0	1
oewn-00876559-a	exogenous	2	2.72	2.72	exogenous	0	2	0.0	0	0	1
oewn-02758988-a	incestuous	1	2.72	2.72	incestuous	0	1	0.0	0	0	1
oewn-02759094-a	incestuous	1	2.72	2.72	incestuous	0	1	0.0	0	0	1
oewn-00367435-a	monochromatic	2	2.72	2.72	monochromatic	0	2	0.0	0	0	1
oewn-03052039-a	monochromatic	1	2.72	2.72	monochromatic	0	1	0.0	0	0	1
oewn-02787967-a	phonological	2	2.72	2.72	phonological	0	2	0.0	0	0	1
oewn-02804947-a	secretarial	1	2.72	2.72	secretarial	0	1	0.0	0	0	1
oewn-03133664-a	systolic	1	2.72	2.72	systolic	0	1	0.0	0	0	1
oewn-02835383-a	vibrational	1	2.72	2.72	vibrational	0	1	0.0	0	0	1
oewn-02996906-a	volumetric	2	2.72	2.72	volumetric	0	2	0.0	0	0	1
oewn-02264897-a	sociable	12	5.9	2.71	good-time	6	12	0.5	0	0	7
oewn-01774367-a	persuasive	10	4.92	2.71	telling	1	10	0.1	0	0	5
oewn-01083371-a	unfrozen	6	4.91	2.71	ice-free	1	6	0.17	0	0	5
oewn-02569950-a	unwholesome	15	4.91	2.71	rich	10	15	0.67	0	0	6
oewn-02100585-a	secure	3	4.64	2.71	secure	0	3	0.0	0	0	1
oewn-01788544-a	irreligious	11	4.33	2.71	ethnic	7	11	0.64	0	0	5
oewn-01549738-a	multilingual	4	3.52	2.71	bilingual	0	4	0.0	0	0	4
oewn-01080481-a	unfriendly	7	3.5	2.71	chilly	7	7	1.0	0	0	5
oewn-02116107-a	extrasensory	5	3.47	2.71	paranormal	2	5	0.4	0	0	4
oewn-02893015-a	genitourinary	2	3.4	2.71	GU	0	2	0.0	0	0	1
oewn-03126945-a	schizoid	2	3.13	2.71	schizophrenic	0	2	0.0	0	0	1
oewn-01726477-a	inexcusable	6	3.11	2.71	unwarranted	6	6	1.0	0	0	2
oewn-00594646-a	incontinent	2	3.06	2.71	leaky	2	2	1.0	0	0	2
oewn-00800668-a	drinkable	2	2.83	2.71	potable	2	2	1.0	0	0	1
oewn-02619786-a	alabaster	2	2.71	2.71	alabaster	0	2	0.0	0	0	1
oewn-00224254-a	bellied	3	2.71	2.71	bellied	1	3	0.33	0	0	2
oewn-00224465-a	bellyless	2	2.71	2.71	flat-bellied	0	2	0.0	0	0	1
oewn-03060880-a	bladed	1	2.71	2.71	bladed	1	1	1.0	0	0	1
oewn-03061047-a	bladed	1	2.71	2.71	bladed	0	1	0.0	0	0	1
oewn-00559530-a	unenforceable	1	2.71	2.71	unenforceable	1	1	1.0	0	0	1
oewn-00761835-a	unsaturated	1	2.71	2.71	unsaturated	1	1	1.0	0	0	1
oewn-00464942-a	coastal	5	4.19	2.7	coastal	0	6	0.0	0	0	5
oewn-00560458-a	nonconductive	3	4.05	2.7	non-conducting	3	3	1.0	0	0	1
oewn-00472102-a	suppressed	7	3.6	2.7	suppressed	4	7	0.57	0	0	5
oewn-00563301-a	uncongenial	4	3.48	2.7	incompatible	4	4	1.0	0	0	2
oewn-00466228-a	inshore	3	2.98	2.7	onshore	0	3	0.0	0	0	1
oewn-02632627-a	androgynous	1	2.7	2.7	androgynous	0	1	0.0	0	0	1
oewn-03059944-a	binomial	1	2.7	2.7	binomial	0	1	0.0	0	0	1
oewn-03066383-a	citric	1	2.7	2.7	citric	0	1	0.0	0	0	1
oewn-01037390-a	forehand	2	2.7	2.7	forehand	0	2	0.0	0	0	1
oewn-02876597-a	meteoric	1	2.7	2.7	meteoric	0	1	0.0	0	0	1
oewn-02772853-a	prejudicial	2	2.7	2.7	prejudicial	0	2	0.0	0	0	1
oewn-02797121-a	putrid	1	2.7	2.7	putrid	0	1	0.0	0	0	1
oewn-03123500-a	ritualistic	1	2.7	2.7	ritualistic	1	1	1.0	0	0	1
oewn-01028212-a	inflexible	13	4.94	2.69	die-hard	7	13	0.54	0	0	6
oewn-00441328-a	stupid	42	4.94	2.69	stupid	23	42	0.55	0	6	12
oewn-01369634-a	joyous	18	4.9	2.69	gay	12	20	0.6	0	0	5
oewn-02366035-a	surprised	19	4.68	2.69	surprised	8	19	0.42	0	0	7
oewn-01326401-a	instructive	18	4.6	2.69	educational	8	18	0.44	0	0	12
oewn-02289059-a	spiritless	7	4.47	2.69	thin	7	7	1.0	0	0	6
oewn-00533547-a	discomposed	17	4.43	2.69	red-faced	10	17	0.59	0	0	7
oewn-03027102-a	epic	2	4.35	2.69	epic	2	2	1.0	0	0	1
oewn-01081990-a	frozen	9	4.32	2.69	frozen	3	9	0.33	0	0	9
oewn-00563865-a	congruent	4	4.21	2.69	identical	0	4	0.0	0	0	3
oewn-00026819-a	acid-loving	4	4.16	2.69	acid-loving	1	4	0.25	0	0	2
oewn-01777154-a	impermeable	4	3.98	2.69	water-resistant	0	4	0.0	0	0	3
oewn-02657310-a	astronomic	2	3.49	2.69	astronomical	0	2	0.0	0	0	1
oewn-00965823-a	disloyal	13	3.36	2.69	rebellious	6	13	0.46	0	0	6
oewn-01343309-a	intensifying	9	3.19	2.69	deepening	6	9	0.67	0	0	5
oewn-00564381-a	congruous	3	3.15	2.69	harmonious	3	3	1.0	0	0	2
oewn-00618080-a	unconvincing	3	3.1	2.69	flimsy	3	3	1.0	0	0	2
oewn-01720944-a	unpalatable	5	2.99	2.69	distasteful	4	5	0.8	0	0	3
oewn-01374324-a	unmerited	3	2.94	2.69	gratuitous	2	3	0.67	0	0	3
oewn-02843471-a	algal	1	2.69	2.69	algal	0	1	0.0	0	0	1
oewn-02940384-a	asymptotic	1	2.69	2.69	asymptotic	0	1	0.0	0	0	1
oewn-03145081-a	boreal	1	2.69	2.69	boreal	0	1	0.0	0	0	1
oewn-03145198-a	boreal	1	2.69	2.69	boreal	0	1	0.0	0	0	1
oewn-03035158-a	dialectic	2	2.69	2.69	dialectic	0	2	0.0	0	0	1
oewn-00681933-a	diurnal	1	2.69	2.69	diurnal	0	1	0.0	0	0	1
oewn-02760938-a	intracranial	1	2.69	2.69	intracranial	0	1	0.0	0	0	1
oewn-00887072-a	irreducible	1	2.69	2.69	irreducible	1	1	1.0	0	0	1
oewn-02899963-a	littoral	1	2.69	2.69	littoral	0	1	0.0	0	0	1
oewn-02775763-a	minty	1	2.69	2.69	minty	0	1	0.0	0	0	1
oewn-02368906-a	unsurprising	1	2.69	2.69	unsurprising	1	1	1.0	0	0	1
oewn-01522469-a	military	7	5.2	2.68	military	0	8	0.0	0	0	4
oewn-01798849-a	fancy	30	4.75	2.68	busy	9	30	0.3	0	0	16
oewn-01240770-a	unerect	27	4.72	2.68	flat	1	28	0.04	0	0	12
oewn-01349603-a	intramural	3	4.66	2.68	internal	0	3	0.0	0	0	2
oewn-00701707-a	derived	6	4.29	2.68	derived	6	6	1.0	0	0	4
oewn-01986118-a	representational	9	4.16	2.68	realistic	5	9	0.56	0	0	6
oewn-01361883-a	uninviting	3	3.36	2.68	unattractive	3	3	1.0	0	0	2
oewn-01656600-a	offside	2	3.24	2.68	offside	0	2	0.0	0	0	1
oewn-03077113-a	faecal	2	3.01	2.68	fecal	2	2	1.0	0	0	1
oewn-02737451-a	febrile	2	2.82	2.68	feverish	2	2	1.0	0	0	1
oewn-03018862-a	congestive	1	2.68	2.68	congestive	0	1	0.0	0	0	1
oewn-02763637-a	jittery	1	2.68	2.68	jittery	1	1	1.0	0	0	1
oewn-03006125-a	logarithmic	1	2.68	2.68	logarithmic	0	1	0.0	0	0	1
oewn-02946331-a	occipital	1	2.68	2.68	occipital	0	1	0.0	0	0	1
oewn-02900710-a	ophthalmic	1	2.68	2.68	ophthalmic	0	1	0.0	0	0	1
oewn-02958225-a	synergistic	1	2.68	2.68	synergistic	0	1	0.0	0	0	1
oewn-02549778-a	weaned	1	2.68	2.68	weaned	0	1	0.0	0	0	1
oewn-00708053-a	elated	14	5.75	2.67	high	5	14	0.36	0	0	6
oewn-02318575-a	straight	4	5.04	2.67	straight	0	4	0.0	0	0	4
oewn-01993342-a	unreceptive	3	4.9	2.67	closed	2	3	0.67	0	0	2
oewn-00692224-a	decorous	4	4.73	2.67	in good taste	4	4	1.0	0	0	3
oewn-00467728-a	collapsible	7	4.54	2.67	tip-up	6	7	0.86	0	0	4
oewn-01891029-a	protected	11	4.51	2.67	protected	3	11	0.27	0	0	10
oewn-02925526-a	therapeutic	2	3.85	2.67	therapeutic	0	2	0.0	0	0	1
oewn-02576745-a	unwilling	5	3.81	2.67	reluctant	4	5	0.8	0	0	3
oewn-03122391-a	responsive	2	3.7	2.67	responsive	0	2	0.0	0	0	1
oewn-02590390-a	unwoven	3	3.16	2.67	knitted	0	3	0.0	0	0	3
oewn-00267500-a	gutsy	2	2.73	2.67	gutsy	2	2	1.0	0	0	1
oewn-03058457-a	baptismal	1	2.67	2.67	baptismal	0	1	0.0	0	0	1
oewn-02672279-a	benthic	3	2.67	2.67	benthic	0	3	0.0	0	0	1
oewn-02767872-a	loopy	1	2.67	2.67	loopy	1	1	1.0	0	0	1
oewn-01533762-a	metamorphic	11	2.67	2.67	metamorphic	7	11	0.64	0	0	6
oewn-02963206-a	metamorphic	2	2.67	2.67	metamorphic	0	2	0.0	0	0	1
oewn-02894763-a	neuromuscular	1	2.67	2.67	neuromuscular	0	1	0.0	0	0	1
oewn-03007974-a	ordinal	1	2.67	2.67	ordinal	0	1	0.0	0	0	1
oewn-03131276-a	spastic	1	2.67	2.67	spastic	1	1	1.0	0	0	1
oewn-02384396-a	unsympathetic	3	2.67	2.67	unsympathetic	3	3	1.0	0	0	2
oewn-01403102-a	leeward	3	4.73	2.66	lee	0	3	0.0	0	0	2
oewn-00299633-a	cacophonous	23	4.49	2.66	rough	14	23	0.61	0	0	9
oewn-02888240-a	hypodermic	2	2.83	2.66	subcutaneous	0	2	0.0	0	0	1
oewn-00640879-a	laxative	5	2.81	2.66	cathartic	5	5	1.0	0	0	3
oewn-02995323-a	biotic	1	2.66	2.66	biotic	0	1	0.0	0	0	1
oewn-00317171-a	carpeted	1	2.66	2.66	carpeted	1	1	1.0	0	0	1
oewn-00997760-a	curable	1	2.66	2.66	curable	0	1	0.0	0	0	1
oewn-02727885-a	ectopic	1	2.66	2.66	ectopic	1	1	1.0	0	0	1
oewn-03075006-a	endoscopic	1	2.66	2.66	endoscopic	0	1	0.0	0	0	1
oewn-02913783-a	isotopic	1	2.66	2.66	isotopic	0	1	0.0	0	0	1
oewn-02850064-a	phallic	1	2.66	2.66	phallic	0	1	0.0	0	0	1
oewn-02793031-a	polymeric	1	2.66	2.66	polymeric	0	1	0.0	0	0	1
oewn-03023602-a	salivary	1	2.66	2.66	salivary	0	1	0.0	0	0	1
oewn-02488224-a	divided	42	5.18	2.65	black-and-white	4	44	0.09	0	0	27
oewn-02188427-a	insincere	22	4.63	2.65	false	11	22	0.5	0	0	9
oewn-01745141-a	peaceful	10	4.59	2.65	pacific	8	12	0.67	0	0	7
oewn-01311380-a	uninformed	14	4.45	2.65	innocent	3	14	0.21	0	0	8
oewn-02325005-a	coiled	15	4.24	2.65	wound	0	16	0.0	0	0	6
oewn-02358016-a	subjacent	2	4.17	2.65	underlying	0	2	0.0	0	0	2
oewn-02430842-a	wasteful	8	3.75	2.65	pound-foolish	3	8	0.38	0	0	4
oewn-00746491-a	dextral	4	3.6	2.65	dexter	0	4	0.0	0	0	3
oewn-02162171-a	sheathed	7	3.58	2.65	clad	4	7	0.57	0	0	5
oewn-02846539-a	residual	2	3.52	2.65	residual	0	2	0.0	0	0	1
oewn-03060085-a	biographic	2	3.38	2.65	biographical	0	2	0.0	0	0	1
oewn-01777779-a	pervious	2	3.32	2.65	receptive	0	2	0.0	0	0	2
oewn-02874246-a	visceral	2	3.26	2.65	visceral	0	2	0.0	0	0	1
oewn-01426549-a	livable	4	3.13	2.65	habitable	4	4	1.0	0	0	2
oewn-01911556-a	impure	3	2.95	2.65	impure	3	3	1.0	0	0	2
oewn-02758238-a	impressionist	2	2.85	2.65	impressionist	0	2	0.0	0	0	1
oewn-01908283-a	unpunished	3	2.85	2.65	unpunished	3	3	1.0	0	0	2
oewn-02887392-a	cuticular	4	2.8	2.65	dermal	0	4	0.0	0	0	1
oewn-03051421-a	acetic	1	2.65	2.65	acetic	0	1	0.0	0	0	1
oewn-02715990-a	covalent	1	2.65	2.65	covalent	0	1	0.0	0	0	1
oewn-02721030-a	deductive	1	2.65	2.65	deductive	0	1	0.0	0	0	1
oewn-02845747-a	octangular	2	2.65	2.65	octagonal	0	2	0.0	0	0	1
oewn-01173361-a	operable	1	2.65	2.65	operable	1	1	1.0	0	0	1
oewn-02255822-a	rifled	1	2.65	2.65	rifled	0	1	0.0	0	0	1
oewn-03156214-a	shakedown	1	2.65	2.65	shakedown	0	1	0.0	0	0	1
oewn-03024925-a	triumphal	1	2.65	2.65	triumphal	0	1	0.0	0	0	1
oewn-00623204-a	uncooperative	1	2.65	2.65	uncooperative	1	1	1.0	0	0	1
oewn-00194481-a	unwitting	1	2.65	2.65	unwitting	1	1	1.0	0	0	1
oewn-01191320-a	weightless	1	2.65	2.65	weightless	0	1	0.0	0	0	1
oewn-01347811-a	uninteresting	21	4.85	2.64	slow	13	21	0.62	0	0	7
oewn-00599413-a	discontinuous	4	3.44	2.64	disrupted	2	4	0.5	0	0	3
oewn-02286086-a	unspecialized	4	3.43	2.64	generalized	4	4	1.0	0	0	2
oewn-00209139-a	bedded	4	2.64	2.64	bedded	0	4	0.0	0	0	4
oewn-00600243-a	discontinuous	1	2.64	2.64	discontinuous	0	1	0.0	0	0	1
oewn-01726916-a	filial	2	2.64	2.64	filial	1	2	0.5	0	0	2
oewn-02895579-a	filial	1	2.64	2.64	filial	0	1	0.0	0	0	1
oewn-01436261-a	lossless	1	2.64	2.64	lossless	1	1	1.0	0	0	1
oewn-02789970-a	plantar	1	2.64	2.64	plantar	0	1	0.0	0	0	1
oewn-00130950-a	prewar	1	2.64	2.64	prewar	0	1	0.0	0	0	1
oewn-02439167-a	tongued	2	2.64	2.64	tongued	1	2	0.5	0	0	2
oewn-03154304-a	ulcerative	1	2.64	2.64	ulcerative	0	1	0.0	0	0	1
oewn-03139386-a	uric	1	2.64	2.64	uric	0	1	0.0	0	0	1
oewn-02144214-a	castrated	8	5.24	2.63	cut	2	8	0.25	0	0	4
oewn-01356074-a	protrusive	24	5.07	2.63	starting	0	24	0.0	0	0	9
oewn-02362685-a	unassisted	3	4.43	2.63	naked	2	3	0.67	0	0	3
oewn-02503629-a	upstairs	2	3.87	2.63	upstairs	0	2	0.0	0	0	1
oewn-00833035-a	inedible	3	3.57	2.63	poisonous	3	3	1.0	0	0	2
oewn-02273901-a	soluble	4	3.44	2.63	soluble	4	4	1.0	0	0	3
oewn-00690167-a	declarative	3	3.35	2.63	asserting	0	3	0.0	0	0	1
oewn-02266356-a	unsociable	3	3.13	2.63	antisocial	2	3	0.67	0	0	3
oewn-02846214-a	postmodernist	2	3.08	2.63	postmodern	0	2	0.0	0	0	1
oewn-00584163-a	discernible	2	2.97	2.63	discernible	2	2	1.0	0	0	1
oewn-02684706-a	calcareous	2	2.68	2.63	chalky	2	2	1.0	0	0	1
oewn-02688738-a	capacitive	1	2.63	2.63	capacitive	0	1	0.0	0	0	1
oewn-03069212-a	cybernetic	1	2.63	2.63	cybernetic	0	1	0.0	0	0	1
oewn-01408719-a	deciphered	1	2.63	2.63	deciphered	0	1	0.0	0	0	1
oewn-03034431-a	isolationist	2	2.63	2.63	isolationist	0	2	0.0	0	0	1
oewn-02905246-a	mammary	1	2.63	2.63	mammary	0	1	0.0	0	0	1
oewn-02772121-a	menopausal	1	2.63	2.63	menopausal	0	1	0.0	0	0	1
oewn-03024459-a	myeloid	2	2.63	2.63	myeloid	0	2	0.0	0	0	1
oewn-03024376-a	myeloid	1	2.63	2.63	myeloid	0	1	0.0	0	0	1
oewn-03024573-a	myeloid	1	2.63	2.63	myeloid	0	1	0.0	0	0	1
oewn-02788493-a	photosynthetic	1	2.63	2.63	photosynthetic	0	1	0.0	0	0	1
oewn-02418645-a	thermoplastic	1	2.63	2.63	thermoplastic	0	1	0.0	0	0	1
oewn-01901904-a	improvident	7	5.33	2.62	short	6	7	0.86	0	0	4
oewn-01914420-a	impure	16	4.75	2.62	technical grade	8	16	0.5	0	0	8
oewn-02267791-a	solid	10	4.74	2.62	dry	0	11	0.0	0	0	8
oewn-00444074-a	counterclockwise	6	4.39	2.62	left-handed	0	6	0.0	0	0	2
oewn-01025680-a	flexible	12	4.13	2.62	flexible	9	13	0.69	0	0	7
oewn-00747047-a	sinistral	4	3.6	2.62	sinister	0	4	0.0	0	0	3
oewn-01463343-a	hateful	6	3.52	2.62	hateful	6	6	1.0	0	0	3
oewn-01308884-a	agnostic	4	3.02	2.62	agnostic	2	4	0.5	0	0	2
oewn-03020393-a	coeliac	2	2.91	2.62	celiac	0	2	0.0	0	0	1
oewn-01037522-a	backhand	2	2.86	2.62	backhand	0	2	0.0	0	0	1
oewn-02391948-a	taciturn	4	2.81	2.62	buttoned-up	1	4	0.25	0	0	3
oewn-02942078-a	rabbinical	2	2.71	2.62	rabbinic	0	2	0.0	0	0	1
oewn-02968048-a	autosomal	1	2.62	2.62	autosomal	0	1	0.0	0	0	1
oewn-02704846-a	childbearing	1	2.62	2.62	childbearing	1	1	1.0	0	0	1
oewn-02860617-a	gymnastic	1	2.62	2.62	gymnastic	0	1	0.0	0	0	1
oewn-02907269-a	mnemonic	3	2.62	2.62	mnemonic	0	3	0.0	0	0	1
oewn-02112655-a	insensitive	4	5.19	2.61	dead	4	4	1.0	0	0	3
oewn-01905427-a	imprudent	7	4.56	2.61	ill-considered	6	7	0.86	0	0	4
oewn-02010821-a	restrictive	13	4.23	2.61	regulatory	2	14	0.14	0	0	7
oewn-00508211-a	compassionate	4	4.2	2.61	caring	3	4	0.75	0	0	4
oewn-01999231-a	irresolute	8	3.87	2.61	unstable	5	8	0.62	0	0	6
oewn-00316006-a	omnivorous	2	2.9	2.61	all-devouring	0	2	0.0	0	0	2
oewn-02164641-a	nearsighted	3	2.64	2.61	myopic	3	3	1.0	0	0	1
oewn-02756511-a	idiopathic	1	2.61	2.61	idiopathic	1	1	1.0	0	0	1
oewn-01642046-a	offstage	1	2.61	2.61	offstage	0	1	0.0	0	0	1
oewn-03107598-a	palatial	1	2.61	2.61	palatial	0	1	0.0	0	0	1
