family_id	head	size	peak_zipf	median_zipf	peak_word	charged	labelled	charged_pct	held	eligible	covered	synsets
oewn-01782485-v	reverence	7	4.95	3.22	fear	4	7	0.57	0	0	0	3
oewn-01787213-v	preoccupy	5	4.42	3.22	ghost	1	5	0.2	0	0	0	3
oewn-00090640-v	maim	5	4.19	3.22	mar	2	5	0.4	0	0	0	3
oewn-00635752-v	reconstruct	5	3.98	3.22	construct	3	5	0.6	0	0	0	2
oewn-01041202-v	sign	9	5.08	3.21	sign	0	9	0.0	0	0	0	6
oewn-00318501-v	lengthen	7	4.81	3.21	draw out	0	7	0.0	0	0	0	3
oewn-01464634-v	mix	13	4.71	3.21	mix	0	14	0.0	0	0	0	5
oewn-00126072-v	change	725	6.28	3.2	get	153	833	0.18	0	0	0	423
oewn-02034269-v	disperse	6	5.18	3.2	break up	0	6	0.0	0	0	0	2
oewn-00417926-v	equal	11	5.13	3.2	match	0	11	0.0	0	0	0	4
oewn-00014735-v	sleep	17	5.05	3.2	sleep	0	17	0.0	0	0	0	7
oewn-02319255-v	deprive	13	4.97	3.2	clean	5	13	0.38	0	0	0	10
oewn-00005041-v	inhale	14	4.81	3.2	draw	0	14	0.0	0	0	0	7
oewn-00154586-v	enlarge	4	4.35	3.2	expand	0	4	0.0	0	0	0	4
oewn-01129837-v	besiege	8	4.3	3.2	seal off	0	8	0.0	0	0	0	3
oewn-02647119-v	hesitate	6	4.0	3.2	pause	1	7	0.14	0	0	0	4
oewn-01503011-v	set down	11	5.71	3.19	place down	0	11	0.0	0	0	0	2
oewn-02372031-v	vacate	5	5.71	3.19	give up	4	6	0.67	0	0	0	2
oewn-02723706-v	cancel	7	5.59	3.19	set off	0	7	0.0	0	0	0	2
oewn-00092442-v	recuperate	9	5.08	3.19	pick up	3	9	0.33	0	0	0	3
oewn-02548878-v	disobey	12	4.9	3.19	sit in	1	12	0.08	0	0	0	4
oewn-00389306-v	lay waste to	7	4.81	3.19	waste	0	7	0.0	0	0	0	2
oewn-00093529-v	waste	6	4.81	3.19	waste	0	6	0.0	0	0	0	2
oewn-02268154-v	confer	5	4.5	3.19	graduate	1	5	0.2	0	0	0	4
oewn-01233274-v	prod	6	4.46	3.19	egg on	0	6	0.0	0	0	0	4
oewn-01683875-v	deck	4	4.41	3.19	deck	0	4	0.0	0	0	0	2
oewn-01259164-v	carve	8	4.31	3.19	chip at	0	9	0.0	0	0	0	4
oewn-00718663-v	postulate	4	4.03	3.19	insist	0	4	0.0	0	0	0	2
oewn-00878196-v	confer	5	3.87	3.19	consult	0	5	0.0	0	0	0	2
oewn-00851012-v	mock	7	3.85	3.19	mock	2	7	0.29	0	0	0	4
oewn-00801460-v	revoke	13	6.03	3.18	go back on	0	13	0.0	0	0	0	2
oewn-00317569-v	shorten	7	5.24	3.18	cut short	3	8	0.38	0	0	0	5
oewn-00221295-v	strengthen	22	4.64	3.18	secure	4	23	0.17	0	0	0	12
oewn-00007012-v	blow	8	4.59	3.18	blow	5	9	0.56	0	0	0	4
oewn-01579924-v	dunk	8	4.21	3.18	duck	0	10	0.0	0	0	0	4
oewn-02219783-v	withhold	4	3.99	3.18	dock	0	4	0.0	0	0	0	2
oewn-00311895-v	blur	5	3.62	3.18	dim	0	5	0.0	0	0	0	2
oewn-00237442-v	restrict	9	5.4	3.17	control	2	10	0.2	0	0	0	5
oewn-00277172-v	disorder	12	5.39	3.17	fuck shit up	3	12	0.25	0	0	0	6
oewn-02238869-v	allocate	8	5.18	3.17	present	0	8	0.0	0	0	0	4
oewn-01390440-v	compress	17	5.16	3.17	press	0	20	0.0	0	0	0	10
oewn-01824240-v	enjoy	7	5.09	3.17	enjoy	7	7	1.0	0	0	0	3
oewn-01946577-v	plane	3	4.72	3.17	plane	0	4	0.0	0	0	0	3
oewn-01570669-v	afforest	4	4.7	3.17	forest	0	4	0.0	0	0	0	3
oewn-02164982-v	radiate	9	4.45	3.17	flash	5	9	0.56	0	0	0	4
oewn-00114965-v	convert	45	5.96	3.16	work	1	47	0.02	0	0	0	37
oewn-02497032-v	revel	11	5.35	3.16	make happy	0	11	0.0	0	0	0	2
oewn-01908923-v	walk	90	5.26	3.16	march	14	93	0.15	0	0	0	42
oewn-00483111-v	harmonize	4	5.12	3.16	key	0	4	0.0	0	0	0	2
oewn-01249165-v	sharpen	6	4.74	3.16	edge	0	6	0.0	0	0	0	6
oewn-00619957-v	mistake	4	4.67	3.16	mistake	0	4	0.0	0	0	0	2
oewn-02232269-v	foreswear	5	4.54	3.16	quit	0	5	0.0	0	0	0	2
oewn-00385291-v	reform	6	4.53	3.16	reform	0	6	0.0	0	0	0	2
oewn-02324030-v	overcharge	14	4.37	3.16	hook	0	14	0.0	0	0	0	2
oewn-01806967-v	torment	15	4.2	3.16	bug	1	15	0.07	0	0	0	5
oewn-02646524-v	hesitate	12	3.79	3.16	hesitate	2	14	0.14	0	0	0	6
oewn-00624823-v	interpret	27	6.1	3.15	see	6	29	0.21	0	0	0	12
oewn-02525657-v	right	10	5.96	3.15	right	0	10	0.0	0	0	0	3
oewn-00479148-v	snuff out	5	5.66	3.15	put out	0	5	0.0	0	0	0	3
oewn-00225327-v	weaken	36	5.48	3.15	season	4	36	0.11	0	0	0	19
oewn-01421321-v	shuffle	6	5.24	3.15	cut	0	6	0.0	0	0	0	4
oewn-00315073-v	focus	5	5.0	3.15	focus	0	5	0.0	0	0	0	2
oewn-01893603-v	shake	25	4.92	3.15	fan	0	27	0.0	0	0	0	13
oewn-00168396-v	regenerate	7	4.18	3.15	restore	4	7	0.57	0	0	0	3
oewn-01894785-v	convulse	9	4.01	3.15	whip	1	9	0.11	0	0	0	2
oewn-00368338-v	unify	12	3.9	3.15	unite	0	12	0.0	0	0	0	7
oewn-01821097-v	displease	17	6.28	3.14	get at	3	17	0.18	0	0	0	4
oewn-02423786-v	play	21	5.61	3.14	play	4	21	0.19	0	0	0	5
oewn-00891076-v	undertake	5	4.44	3.14	guarantee	2	5	0.4	0	0	0	2
oewn-02066560-v	crouch	7	4.3	3.14	bow	0	7	0.0	0	0	0	3
oewn-00704735-v	predestine	4	3.14	3.14	jinx	0	4	0.0	0	0	0	2
oewn-02116512-v	expose	11	5.37	3.13	air	1	11	0.09	0	0	0	6
oewn-02119407-v	desensitize	13	3.99	3.13	deaf	6	13	0.46	0	0	0	5
oewn-00875857-v	familiarize	6	6.11	3.12	get into	1	6	0.17	0	0	0	4
oewn-02767855-v	snuff out	10	5.66	3.12	put out	0	11	0.0	0	0	0	3
oewn-01962474-v	ride horseback	6	5.43	3.12	post	0	6	0.0	0	0	0	6
oewn-02643286-v	bide	6	5.33	3.12	stay	0	6	0.0	0	0	0	3
oewn-01280538-v	fold	20	5.32	3.12	turn up	1	23	0.04	0	0	0	10
oewn-01457813-v	hoist	5	4.84	3.12	wind	0	5	0.0	0	0	0	2
oewn-01269662-v	pave	6	4.83	3.12	hard surface	0	6	0.0	0	0	0	5
oewn-00476114-v	purify	8	4.64	3.12	make pure	0	8	0.0	0	0	0	3
oewn-00438078-v	diversify	4	4.25	3.12	vary	0	4	0.0	0	0	0	2
oewn-00565772-v	fold	7	4.08	3.12	fold	0	7	0.0	0	0	0	2
oewn-02180402-v	resonate	4	3.67	3.12	make vibrant sounds	0	4	0.0	0	0	0	2
oewn-02549571-v	counteract	5	3.42	3.12	override	0	5	0.0	0	0	0	2
oewn-02185344-v	ring	7	4.81	3.11	ring	0	8	0.0	0	0	0	5
oewn-00010047-v	move involuntarily	8	4.33	3.11	shake	0	8	0.0	0	0	0	4
oewn-01216178-v	seize	11	3.96	3.11	pirate	0	11	0.0	0	0	0	5
oewn-00034281-v	grimace	15	5.45	3.1	make a face	5	15	0.33	0	0	0	7
oewn-01465557-v	entangle	8	5.13	3.1	felt	0	8	0.0	0	0	0	3
oewn-00844668-v	accuse	11	5.02	3.1	charge	3	11	0.27	0	0	0	5
oewn-00845147-v	charge	17	5.02	3.1	charge	11	18	0.61	0	0	0	5
oewn-01884106-v	beat	10	5.01	3.1	beat	0	10	0.0	0	0	0	5
oewn-00851619-v	spoof	4	3.78	3.1	parody	0	4	0.0	0	0	0	2
oewn-01598181-v	solder	4	3.11	3.1	dip solder	0	4	0.0	0	0	0	4
oewn-01526611-v	unwind	5	4.75	3.09	roll out	0	5	0.0	0	0	0	3
oewn-01781734-v	adore	7	4.29	3.09	worship	1	7	0.14	0	0	0	3
oewn-00979368-v	proclaim	6	4.05	3.09	declare	0	6	0.0	0	0	0	4
oewn-02656647-v	reside	5	3.67	3.09	reside	0	5	0.0	0	0	0	2
oewn-01010930-v	recapitulate	5	3.63	3.09	hash over	0	5	0.0	0	0	0	2
oewn-00638236-v	deduce	7	3.51	3.09	derive	0	7	0.0	0	0	0	4
oewn-01768652-v	calm	19	5.92	3.08	still	9	20	0.45	0	0	0	4
oewn-00483404-v	harmonize	4	5.12	3.08	key	0	4	0.0	0	0	0	2
oewn-01583316-v	envelop	19	5.08	3.08	cover	1	19	0.05	0	0	0	9
oewn-00437832-v	vary	5	4.25	3.08	vary	0	5	0.0	0	0	0	2
oewn-00484112-v	harmonize	6	4.11	3.08	proportion	1	6	0.17	0	0	0	3
oewn-01203727-v	chew	12	3.98	3.08	jaw	6	13	0.46	0	0	0	7
oewn-00480863-v	automatize	5	3.08	3.08	automate	0	5	0.0	0	0	0	2
oewn-02750526-v	open	5	5.48	3.07	open	0	5	0.0	0	0	0	3
oewn-00709957-v	plot	10	4.58	3.07	plot	0	10	0.0	0	0	0	4
oewn-00985856-v	utter	100	5.71	3.06	give	9	108	0.08	0	0	0	63
oewn-01825946-v	feel for	9	5.67	3.06	feel for	6	9	0.67	0	0	0	3
oewn-02429499-v	oppress	9	5.66	3.06	keep down	3	9	0.33	0	0	0	2
oewn-00915018-v	shout	27	5.51	3.06	call	7	28	0.25	0	0	0	8
oewn-02271765-v	save	4	5.14	3.06	save	0	4	0.0	0	0	0	2
oewn-00532569-v	lower	5	5.11	3.06	lower	0	5	0.0	0	0	0	3
oewn-01882056-v	oscillate	4	4.49	3.06	hunt	0	4	0.0	0	0	0	3
oewn-02667330-v	deviate	8	4.25	3.06	vary	1	9	0.11	0	0	0	4
oewn-00009140-v	shed	7	4.23	3.06	shed	0	7	0.0	0	0	0	2
oewn-02127889-v	prick	4	3.8	3.06	sting	5	5	1.0	0	0	0	2
oewn-00603650-v	absorb	5	5.92	3.05	take in	5	5	1.0	0	0	0	2
oewn-01278925-v	line	4	5.49	3.05	line	0	4	0.0	0	0	0	4
oewn-02484290-v	validate	8	5.08	3.05	sign	0	8	0.0	0	0	0	4
oewn-00217578-v	flood	7	4.68	3.05	flow	0	7	0.0	0	0	0	4
oewn-00838967-v	pose	4	4.1	3.05	pose	3	4	0.75	0	0	0	2
oewn-00837915-v	typify	11	6.79	3.04	be	3	12	0.25	0	0	0	4
oewn-00014398-v	rest	7	5.23	3.04	rest	0	7	0.0	0	0	0	3
oewn-01908113-v	fall back	6	5.13	3.04	fall back	0	6	0.0	0	0	0	2
oewn-01660937-v	jumble	6	4.71	3.04	mix up	6	6	1.0	0	0	0	2
oewn-00028558-v	smile	7	4.64	3.04	smile	2	7	0.29	0	0	0	6
oewn-01510546-v	pelt	5	4.46	3.04	egg	0	5	0.0	0	0	0	4
oewn-02349564-v	plunder	11	4.36	3.04	strip	0	11	0.0	0	0	0	2
oewn-01781934-v	idolize	7	4.29	3.04	worship	0	7	0.0	0	0	0	2
oewn-02469127-v	fiddle	8	3.73	3.04	shrink from	2	8	0.25	0	0	0	4
oewn-01892504-v	tremble	8	3.72	3.04	thrill	4	8	0.5	0	0	0	3
oewn-00923271-v	bespeak	20	5.54	3.03	point	0	21	0.0	0	0	0	5
oewn-00329612-v	branch	10	4.83	3.03	separate	1	10	0.1	0	0	0	5
oewn-01509215-v	draw in	4	4.81	3.03	draw in	0	4	0.0	0	0	0	2
oewn-01705717-v	rhyme	4	4.44	3.03	tag	0	4	0.0	0	0	0	3
oewn-01271572-v	varnish	4	4.3	3.03	seal	0	4	0.0	0	0	0	2
oewn-01827478-v	estrange	6	3.82	3.03	drift apart	4	6	0.67	0	0	0	3
oewn-02642040-v	lead	4	5.2	3.02	lead	0	4	0.0	0	0	0	3
oewn-02579332-v	cheat	37	5.12	3.02	short-change	4	38	0.11	0	0	0	11
oewn-02428558-v	inhibit	10	4.57	3.02	bottle up	0	11	0.0	0	0	0	4
oewn-01895242-v	vibrate	5	4.33	3.02	shake	0	5	0.0	0	0	0	3
oewn-00997883-v	rewrite	7	3.48	3.02	revise	0	8	0.0	0	0	0	5
oewn-02432763-v	ordain	5	5.05	3.01	pass	0	5	0.0	0	0	0	3
oewn-00161975-v	capitalize	4	3.34	3.01	capitalize	0	4	0.0	0	0	0	2
oewn-00733144-v	capitalize	4	3.34	3.01	capitalize	0	4	0.0	0	0	0	2
oewn-01723780-v	act	13	5.61	3.0	play	4	13	0.31	0	0	0	5
oewn-02483482-v	invalidate	9	5.18	3.0	break	6	9	0.67	0	0	0	4
oewn-00797525-v	forbid	17	4.94	3.0	bar	0	17	0.0	0	0	0	5
oewn-02558146-v	restore	7	4.18	3.0	restore	3	8	0.38	0	0	0	6
oewn-01278080-v	loosen	4	3.37	3.0	loosen	0	4	0.0	0	0	0	3
oewn-00393290-v	sharpen	4	3.15	3.0	sharpen	0	4	0.0	0	0	0	2
oewn-01648288-v	realize	7	4.83	2.99	realize	1	7	0.14	0	0	0	3
oewn-02278138-v	impound	9	3.8	2.99	seize	2	9	0.22	0	0	0	4
oewn-00464382-v	flatten	4	5.16	2.98	press	0	4	0.0	0	0	0	3
oewn-02703792-v	characterize	4	4.31	2.98	define	1	4	0.25	0	0	0	3
oewn-00493642-v	pollute	5	4.05	2.98	foul	0	5	0.0	0	0	0	2
oewn-02254549-v	compensate	5	3.78	2.98	compensate	0	5	0.0	0	0	0	2
oewn-00088465-v	infect	4	3.36	2.98	infect	0	4	0.0	0	0	0	3
oewn-02167378-v	glitter	7	4.17	2.97	shine	1	7	0.14	0	0	0	3
oewn-00504245-v	stimulate	6	3.67	2.97	stimulate	0	6	0.0	0	0	0	4
oewn-00944022-v	talk	99	5.89	2.96	say	7	104	0.07	0	0	1	44
oewn-02580280-v	victimize	9	5.2	2.96	lead on	4	9	0.44	0	0	0	3
oewn-00852181-v	tease	21	4.99	2.96	kid	10	21	0.48	0	0	0	3
oewn-00264920-v	inflate	6	4.59	2.96	blow up	0	6	0.0	0	0	0	3
oewn-02172999-v	blind	6	4.52	2.96	blind	1	6	0.17	0	0	0	4
oewn-02068815-v	deviate	8	3.67	2.96	depart	0	8	0.0	0	0	0	4
oewn-00668804-v	negate	6	3.35	2.96	contradict	4	6	0.67	0	0	0	3
oewn-02180712-v	sound	102	6.03	2.95	go	1	120	0.01	0	0	0	59
oewn-00995937-v	encode	8	5.08	2.95	code	0	8	0.0	0	0	0	2
oewn-00835688-v	misinform	19	4.84	2.95	lie	13	19	0.68	0	0	0	6
oewn-01871802-v	roll over	4	4.75	2.95	roll over	0	4	0.0	0	0	0	4
oewn-01047931-v	roar	6	4.14	2.95	thunder	0	6	0.0	0	0	0	4
oewn-00963768-v	paraphrase	4	3.93	2.95	translate	0	4	0.0	0	0	0	2
oewn-01622744-v	remake	7	6.08	2.94	make over	0	7	0.0	0	0	0	2
oewn-00363763-v	drop	4	4.99	2.94	drop	0	4	0.0	0	0	0	2
oewn-00193830-v	compound	8	4.71	2.94	mix	0	8	0.0	0	0	0	5
oewn-02709149-v	yield	4	4.16	2.94	yield	1	4	0.25	0	0	0	2
oewn-01580466-v	immerse	10	4.05	2.94	dip	0	15	0.0	0	0	0	8
oewn-01549783-v	lie	10	4.97	2.93	sun	1	11	0.09	0	0	0	8
oewn-00391513-v	stifle	4	3.72	2.93	choke	0	4	0.0	0	0	0	2
oewn-00262962-v	overhaul	4	3.59	2.93	overhaul	0	4	0.0	0	0	0	2
oewn-00360165-v	suffocate	4	3.04	2.93	strangle	3	4	0.75	0	0	0	2
oewn-00210685-v	spoil	4	5.53	2.92	go bad	2	4	0.5	0	0	0	3
oewn-00513267-v	disable	10	5.19	2.92	hold	4	10	0.4	0	0	0	5
oewn-00763758-v	negociate	13	5.1	2.92	talk terms	0	13	0.0	0	0	0	5
oewn-00247103-v	double	4	5.01	2.92	double	0	4	0.0	0	0	0	3
oewn-02723347-v	dangle	5	4.99	2.92	drop	0	5	0.0	0	0	0	2
oewn-02177332-v	make noise	36	4.81	2.92	ring out	0	36	0.0	0	0	0	17
oewn-00503838-v	fertilize	6	4.67	2.92	feed	0	6	0.0	0	0	0	4
oewn-02023568-v	intrude on	6	4.19	2.92	raid	4	6	0.67	0	0	0	2
oewn-01599566-v	comb	6	3.52	2.92	comb	3	6	0.5	0	0	0	4
oewn-00708804-v	conspire	6	3.1	2.92	conjure	0	6	0.0	0	0	0	2
oewn-00825330-v	reprimand	4	2.94	2.92	censure	3	4	0.75	0	0	1	2
oewn-02057114-v	pass through	3	5.05	2.91	pass through	0	5	0.0	0	0	0	5
oewn-01226180-v	curl	8	4.62	2.91	wave	0	8	0.0	0	0	0	2
oewn-00607995-v	inculcate	4	3.56	2.91	din	0	4	0.0	0	0	0	2
oewn-00231983-v	grow	15	5.24	2.9	cut	0	16	0.0	0	0	0	9
oewn-00927844-v	explicate	6	4.75	2.9	develop	0	6	0.0	0	0	0	3
oewn-01582002-v	lift	7	4.5	2.9	lift	0	7	0.0	0	0	0	3
oewn-00477675-v	deform	4	4.15	2.9	strain	0	4	0.0	0	0	0	2
oewn-01458495-v	heave	7	3.99	2.9	weigh anchor	0	7	0.0	0	0	0	3
oewn-01316583-v	excavate	8	5.32	2.89	turn up	0	8	0.0	0	0	0	4
oewn-02394092-v	socialize	8	5.77	2.88	get around	0	8	0.0	0	0	0	5
oewn-02354208-v	entrust	10	5.13	2.88	trust	5	10	0.5	0	0	0	5
oewn-02509014-v	extradite	4	4.55	2.88	deliver	0	4	0.0	0	0	0	2
oewn-02725805-v	belong to	5	4.38	2.88	belong	0	5	0.0	0	0	0	3
oewn-01783082-v	frighten	18	4.28	2.88	alarm	4	18	0.22	0	0	0	9
oewn-02066140-v	lunge	6	3.86	2.88	thrust	0	6	0.0	0	0	0	3
oewn-01303637-v	restrain	6	3.79	2.88	curb	0	6	0.0	0	0	0	4
oewn-00464691-v	flatten	7	4.75	2.87	roll	0	7	0.0	0	0	0	5
oewn-00165779-v	proof	10	4.7	2.87	proof	4	10	0.4	0	0	0	7
oewn-01559354-v	cleave	5	4.65	2.87	split	0	5	0.0	0	0	0	3
oewn-01449520-v	brandish	4	4.62	2.87	wave	0	4	0.0	0	0	0	2
oewn-01634614-v	regenerate	21	4.58	2.87	replace	4	24	0.17	0	0	0	11
oewn-01816687-v	inspire	6	4.45	2.87	encourage	1	6	0.17	0	0	0	2
oewn-00558293-v	swing	4	4.34	2.87	swing	1	4	0.25	0	0	0	2
oewn-00520443-v	foam	8	3.79	2.87	form bubbles	0	8	0.0	0	0	0	3
oewn-01540197-v	tarnish	6	3.7	2.87	stain	0	6	0.0	0	0	0	2
oewn-00866139-v	minimize	5	5.42	2.86	talk down	0	5	0.0	0	0	0	2
oewn-01943033-v	sled	8	4.63	2.86	bob	0	8	0.0	0	0	0	4
oewn-01039782-v	chat up	11	4.57	2.86	chat up	1	11	0.09	0	0	0	3
oewn-00984546-v	inflect	6	4.45	2.86	compare	2	6	0.33	0	0	0	5
oewn-01789790-v	anger	14	4.42	2.86	anger	4	15	0.27	0	0	0	9
oewn-02125653-v	itch	6	3.36	2.86	itch	2	6	0.33	0	0	0	3
oewn-02412896-v	precede	7	5.78	2.85	come before	0	8	0.0	0	0	0	2
oewn-01552687-v	deface	9	5.05	2.85	mark	5	9	0.56	0	0	0	3
oewn-01768023-v	perturb	9	4.84	2.85	worry	0	9	0.0	0	0	0	2
oewn-00024807-v	freshen	6	4.46	2.85	wash up	0	6	0.0	0	0	0	2
oewn-01569697-v	uproot	5	4.41	2.85	root out	0	5	0.0	0	0	0	2
oewn-00948137-v	enumerate	6	5.61	2.84	name	0	6	0.0	0	0	0	2
oewn-01455157-v	pluck	4	5.08	2.84	pick	0	4	0.0	0	0	0	2
oewn-00287688-v	tint	7	4.91	2.84	touch	0	7	0.0	0	0	0	4
oewn-02072341-v	spurt	7	4.59	2.84	blow	0	7	0.0	0	0	0	4
oewn-01025268-v	quote	4	4.51	2.84	quote	1	4	0.25	0	0	0	3
oewn-01300869-v	affix	4	3.23	2.84	prefix	0	4	0.0	0	0	0	4
oewn-00215377-v	wet	18	5.52	2.83	water	2	20	0.1	0	0	0	8
oewn-00862284-v	laud	10	4.41	2.83	crack up	6	10	0.6	0	0	1	5
oewn-02073176-v	pour	6	4.1	2.83	pour	0	6	0.0	0	0	0	3
oewn-00495205-v	isolate	12	4.05	2.83	withdraw	0	12	0.0	0	0	0	7
oewn-01791641-v	madden	4	3.53	2.83	madden	2	4	0.5	0	0	0	2
oewn-02724891-v	sulk	5	3.48	2.83	stew	6	6	1.0	0	0	0	2
oewn-02507686-v	suspend	4	5.11	2.82	send down	2	4	0.5	0	0	0	2
oewn-00328172-v	steep	6	4.81	2.82	draw	1	7	0.14	0	0	0	5
oewn-00916373-v	shriek	6	4.25	2.82	pipe	0	6	0.0	0	0	0	2
oewn-02069013-v	deviate	3	3.06	2.82	deviate	0	4	0.0	0	0	0	4
oewn-00909100-v	complain	39	5.32	2.81	report	26	41	0.63	0	0	4	13
oewn-02163627-v	orient	6	4.75	2.81	guide	0	6	0.0	0	0	0	3
oewn-02459761-v	poll	4	4.35	2.81	poll	0	4	0.0	0	0	0	2
oewn-00015491-v	nap	6	3.82	2.81	nap	0	6	0.0	0	0	0	2
oewn-02575977-v	trespass	6	4.78	2.8	take advantage	0	6	0.0	0	0	0	2
oewn-02437970-v	reorganize	5	4.33	2.8	shake up	0	5	0.0	0	0	0	2
oewn-01733312-v	sing	30	5.71	2.79	place	1	33	0.03	0	0	0	21
oewn-00648747-v	measure	8	4.73	2.79	shoot	2	8	0.25	0	0	0	5
oewn-02552922-v	dishonor	9	4.55	2.79	shame	5	9	0.56	0	0	0	2
oewn-02282906-v	plagiarize	4	4.5	2.79	lift	4	4	1.0	0	0	1	2
oewn-01483400-v	trap	6	4.33	2.79	trap	0	6	0.0	0	0	0	2
oewn-01921542-v	shuffle	5	4.29	2.79	drag	2	5	0.4	0	0	0	2
oewn-01784760-v	terrify	4	4.26	2.79	panic	3	4	0.75	0	0	0	2
oewn-01048804-v	howl	9	3.7	2.79	roar	0	9	0.0	0	0	0	2
oewn-01634293-v	extort	4	3.08	2.79	pry	2	4	0.5	0	0	0	2
oewn-00850387-v	mind	5	5.41	2.78	mind	1	5	0.2	0	0	0	2
oewn-02494483-v	marry	12	5.03	2.78	get married	2	13	0.15	0	0	0	7
oewn-00414801-v	settle	5	4.37	2.78	settle	0	5	0.0	0	0	0	3
oewn-02275249-v	mooch	6	3.75	2.78	bum	5	6	0.83	0	0	0	2
oewn-01060096-v	crunch	7	3.66	2.78	crunch	0	7	0.0	0	0	0	2
oewn-02179501-v	rattle	4	3.35	2.78	rattle	0	4	0.0	0	0	0	3
oewn-00612092-v	remind	8	5.92	2.76	take back	0	8	0.0	0	0	0	4
oewn-02578034-v	victimize	14	5.33	2.76	short	2	15	0.13	0	0	0	2
oewn-00216642-v	drench	13	3.8	2.76	flush	0	13	0.0	0	0	0	6
oewn-01478583-v	free	10	5.63	2.75	free	6	10	0.6	0	0	0	5
oewn-01550172-v	recumb	4	5.23	2.75	rest	0	4	0.0	0	0	0	2
oewn-02362227-v	save	4	5.14	2.75	save	0	4	0.0	0	0	0	2
oewn-01534786-v	spot	14	4.89	2.75	spot	0	14	0.0	0	0	0	5
oewn-01196254-v	satiate	6	4.64	2.75	fill	6	6	1.0	0	0	0	2
oewn-01225746-v	twist	19	4.38	2.75	spin	2	22	0.09	0	0	0	7
oewn-01860612-v	migrate	4	3.43	2.75	migrate	0	5	0.0	0	0	0	4
oewn-00726794-v	amaze	4	3.19	2.75	amaze	4	4	1.0	0	0	0	2
oewn-01353381-v	contort	5	3.08	2.75	distort	0	5	0.0	0	0	0	2
oewn-00067770-v	exude	16	5.09	2.74	release	0	16	0.0	0	0	0	9
oewn-02502465-v	subjugate	4	4.96	2.74	subject	0	4	0.0	0	0	0	3
oewn-02711906-v	hover	5	3.26	2.74	hover	1	5	0.2	0	0	0	2
oewn-00371917-v	heat	15	4.86	2.73	heat	0	15	0.0	0	0	0	10
oewn-00086072-v	inject	7	4.73	2.73	shoot	0	7	0.0	0	0	0	3
oewn-00764523-v	negociate	6	4.75	2.72	treat	0	6	0.0	0	0	0	5
oewn-00829391-v	preach	7	4.21	2.71	advocate	0	7	0.0	0	0	0	2
oewn-01925197-v	slog	12	4.01	2.71	pad	0	12	0.0	0	0	0	2
oewn-00444939-v	liquefy	13	3.96	2.71	melt	0	13	0.0	0	0	0	4
oewn-00476750-v	purify	6	3.57	2.71	purge	3	6	0.5	0	0	0	3
oewn-00163249-v	refurbish	4	3.05	2.71	renovate	3	4	0.75	0	0	0	2
oewn-01574185-v	decapitate	4	3.0	2.71	guillotine	0	4	0.0	0	0	0	2
oewn-01111670-v	outdo	8	5.84	2.7	best	3	8	0.38	0	0	0	2
oewn-01740180-v	photocopy	5	5.49	2.7	run off	0	5	0.0	0	0	0	3
oewn-00327574-v	grill	7	4.65	2.7	cook out	0	7	0.0	0	0	0	4
oewn-00229706-v	distill	4	4.02	2.7	extract	0	4	0.0	0	0	0	2
oewn-02410532-v	supplant	12	5.13	2.69	step in	0	12	0.0	0	0	0	5
oewn-01786469-v	dismay	6	4.46	2.69	shock	0	6	0.0	0	0	0	2
oewn-01581670-v	ladle	4	3.74	2.69	laden	1	4	0.25	0	0	0	2
oewn-01902275-v	jiggle	5	3.26	2.69	wiggle	0	5	0.0	0	0	0	2
oewn-01805829-v	mortify	3	3.06	2.69	subdue	0	4	0.0	0	0	0	2
oewn-00718436-v	presuppose	6	4.56	2.68	suppose	0	6	0.0	0	0	0	3
oewn-00854877-v	debunk	4	3.98	2.68	expose	2	4	0.5	0	0	0	2
oewn-00256275-v	soften	4	3.36	2.68	soften	1	4	0.25	0	0	0	4
oewn-01108050-v	surpass	37	5.76	2.67	better	9	41	0.22	0	0	0	22
oewn-00841513-v	overstate	29	5.01	2.67	gas	7	29	0.24	0	0	1	4
oewn-01752992-v	print	6	4.54	2.67	print	0	7	0.0	0	0	0	6
oewn-02187621-v	honk	6	3.45	2.67	beep	0	6	0.0	0	0	0	2
oewn-01024429-v	generalize	8	3.16	2.67	infer	0	8	0.0	0	0	0	3
oewn-00759589-v	disown	18	5.92	2.66	take back	5	18	0.28	0	0	0	6
oewn-01714340-v	cast	4	4.79	2.66	cast	0	4	0.0	0	0	0	4
oewn-00060248-v	alter	6	4.05	2.66	alter	0	6	0.0	0	0	0	2
oewn-00606481-v	indoctrinate	5	4.0	2.66	inspire	1	5	0.2	0	0	0	3
oewn-00928673-v	prophesy	4	3.22	2.66	enlighten	2	5	0.4	0	0	0	3
oewn-00623406-v	confuse	27	6.28	2.65	get	11	27	0.41	0	0	0	4
oewn-02264354-v	haggle	6	5.01	2.65	beat down	0	6	0.0	0	0	0	2
oewn-00990060-v	represent	7	4.58	2.65	represent	2	7	0.29	0	0	0	5
oewn-02767330-v	kindle	5	3.81	2.65	kindle	0	5	0.0	0	0	0	2
oewn-00208136-v	degrade	4	3.28	2.65	degrade	0	4	0.0	0	0	0	2
oewn-02305021-v	bid	9	5.51	2.64	call	1	9	0.11	0	0	0	8
oewn-01422383-v	roil	4	3.26	2.64	puddle	0	4	0.0	0	0	0	2
oewn-01054173-v	peep	6	4.83	2.63	twitter	0	6	0.0	0	0	0	2
