family_id	head	size	peak_zipf	median_zipf	peak_word	charged	labelled	charged_pct	held	eligible	covered	synsets
oewn-02156396-v	watch	9	5.81	5.34	look after	9	9	1.0	0	1	0	4
oewn-00663742-v	check	13	6.03	5.31	go over	13	13	1.0	0	1	0	2
oewn-00597330-v	know	9	6.79	5.2	be with it	7	10	0.7	0	1	0	4
oewn-01429048-v	sleep together	29	6.71	5.06	have	26	29	0.9	0	1	0	4
oewn-02550045-v	gamble	11	5.26	4.91	chance	9	11	0.82	0	1	0	3
oewn-02677669-v	satisfy	9	6.35	4.85	do	8	10	0.8	0	1	0	4
oewn-00249545-v	progress	9	6.28	4.78	get on	7	9	0.78	0	1	0	3
oewn-00620568-v	identify	11	5.71	4.78	place	9	11	0.82	0	1	0	2
oewn-00611237-v	remember	9	6.08	4.71	think of	8	9	0.89	0	1	0	5
oewn-02581808-v	flim-flam	9	4.82	4.48	pull a fast one on	8	9	0.89	0	1	0	2
oewn-02551275-v	risk	9	5.49	4.46	put on the line	8	9	0.89	0	1	0	3
oewn-02355171-v	rid	10	5.63	4.4	free	8	10	0.8	0	1	0	7
oewn-00843665-v	denounce	11	5.62	4.38	give away	10	11	0.91	0	1	0	2
oewn-02459338-v	back	10	6.04	4.34	back	8	10	0.8	0	1	0	3
oewn-02197640-v	spot	14	6.08	4.33	make out	13	14	0.93	0	1	0	4
oewn-00839722-v	feign	12	4.83	4.33	mouth	9	12	0.75	0	1	0	5
oewn-00690278-v	trust	16	5.81	4.29	look	15	16	0.94	0	1	0	5
oewn-02725274-v	tend	8	5.49	4.29	run	6	8	0.75	0	1	0	4
oewn-00695834-v	respect	12	5.89	4.28	think the world of	12	12	1.0	0	1	0	4
oewn-00205454-v	better	20	6.08	4.18	get over	19	21	0.9	0	1	0	10
oewn-02513385-v	trouble	9	5.66	4.17	put out	9	9	1.0	0	1	0	2
oewn-01802947-v	disappoint	8	5.6	4.14	let down	8	8	1.0	0	1	0	4
oewn-02488014-v	murder	10	5.93	4.13	off	9	10	0.9	0	1	0	3
oewn-02582588-v	cheat on	8	5.88	4.06	two-time	7	8	0.88	0	1	0	3
oewn-02462665-v	respect	9	5.03	4.06	respect	8	9	0.89	0	1	0	3
oewn-01796596-v	pain	11	5.5	4.03	try	10	11	0.91	0	1	0	5
oewn-00799092-v	refuse	13	5.32	4.03	turn down	10	13	0.77	0	1	0	6
oewn-02329474-v	lend	11	5.27	3.92	bring	9	11	0.82	0	1	0	5
oewn-00074774-v	tire	20	5.01	3.86	beat	15	20	0.75	0	1	0	3
oewn-00064660-v	indispose	16	4.94	3.86	hurt	16	16	1.0	0	1	0	4
oewn-02427126-v	free	14	5.92	3.85	take over	10	14	0.71	0	1	0	8
oewn-00727236-v	surprise	14	5.04	3.83	ball over	11	14	0.79	0	1	0	6
oewn-01810472-v	capture	15	5.96	3.81	work	13	15	0.87	0	1	0	3
oewn-01800044-v	rage	17	4.95	3.81	have a fit	17	17	1.0	0	1	0	3
oewn-00258155-v	expand	9	4.35	3.64	expand	8	9	0.89	0	1	0	3
oewn-01148517-v	strive	10	4.94	3.63	reach	10	10	1.0	0	1	0	4
oewn-00064841-v	suffer	26	6.71	3.62	have	19	27	0.7	0	1	0	15
oewn-01885173-v	roll	16	5.12	3.56	range	12	16	0.75	0	1	0	3
oewn-01433266-v	masturbate	8	5.39	3.52	fuck off	6	8	0.75	0	1	0	3
oewn-00273709-v	inure	10	4.55	3.52	prepare for	7	10	0.7	0	1	0	3
oewn-01803805-v	humiliate	12	5.88	3.5	take down	12	12	1.0	0	1	0	3
oewn-01804404-v	take down	8	5.88	3.5	take down	6	8	0.75	0	1	0	3
oewn-01801358-v	grieve	8	5.67	3.49	feel for	8	8	1.0	0	1	0	3
oewn-01811849-v	attract	16	4.87	3.49	catch	15	16	0.94	0	1	0	3
oewn-01766380-v	agitate	12	5.32	3.48	turn on	10	12	0.83	0	1	0	5
oewn-01794768-v	confuse	8	5.66	3.42	put off	6	8	0.75	0	1	0	4
oewn-00860817-v	cheer	11	4.06	3.35	cheer	11	11	1.0	0	1	0	3
oewn-00826456-v	call on the carpet	27	5.53	3.33	tell off	27	27	1.0	0	1	0	3
oewn-02534046-v	fail	38	5.39	3.28	fuck up	34	39	0.87	0	1	0	11
oewn-01797206-v	hurt	16	4.94	3.23	hurt	13	16	0.81	0	1	0	5
oewn-00828170-v	knock	53	5.78	3.22	come down	40	54	0.74	0	1	4	15
oewn-01812736-v	repel	9	5.66	3.2	put off	9	9	1.0	0	1	0	3
oewn-00798638-v	reject	11	5.32	3.2	turn down	10	11	0.91	0	1	0	3
oewn-02583006-v	fudge	8	4.65	3.17	cook	7	8	0.88	0	1	0	2
oewn-02064997-v	flinch	10	3.73	3.16	shrink	8	10	0.8	0	1	0	2
oewn-02539728-v	waive	8	5.71	3.12	give up	6	8	0.75	0	1	0	2
oewn-01778057-v	hate	10	5.11	3.11	hate	10	10	1.0	0	1	0	3
oewn-01040538-v	chew the fat	19	5.04	3.0	visit	14	19	0.74	0	1	0	2
oewn-00635105-v	speculate	14	4.75	2.96	develop	11	14	0.79	0	1	0	3
oewn-00478872-v	mar	13	4.46	2.93	cloud	13	13	1.0	0	1	0	3
oewn-01815703-v	elate	12	5.08	2.92	pick up	13	13	1.0	0	1	0	4
oewn-00208618-v	worsen	8	3.28	2.86	degrade	6	8	0.75	0	1	0	4
oewn-00022679-v	stimulate	21	4.41	2.81	repair	17	23	0.74	0	1	0	5
oewn-00905999-v	acquit	9	5.25	2.71	clear	7	9	0.78	0	1	0	4
oewn-01812341-v	disgust	12	4.46	2.68	shock	12	12	1.0	0	1	0	2
oewn-00843259-v	denounce	8	4.41	2.6	rail	7	8	0.88	0	1	0	3
oewn-00848188-v	defame	15	4.13	2.59	drag through the mud	11	15	0.73	0	1	0	4
oewn-00065962-v	cry	14	4.59	2.42	cry	13	14	0.93	0	1	5	6
oewn-00770823-v	wheedle	11	4.79	2.26	sweet-talk	11	11	1.0	0	1	0	3
oewn-02585532-v	corrupt	22	5.2	2.2	lead off	19	22	0.86	0	1	0	7
oewn-02272834-v	take	4	6.79	5.87	be	0	4	0.0	0	0	0	2
oewn-01868216-v	start	8	6.03	5.85	go	0	8	0.0	0	0	0	3
oewn-00120124-v	make	6	6.71	5.84	have	0	7	0.0	0	0	0	4
oewn-00427534-v	emerge	6	6.38	5.78	out	1	6	0.17	0	0	0	3
oewn-00812391-v	get off	6	6.28	5.78	get by	0	6	0.0	0	0	0	2
oewn-00661773-v	rank	5	5.78	5.78	come	0	5	0.0	0	0	0	3
oewn-00523831-v	receive	7	6.28	5.76	get	0	7	0.0	0	0	0	3
oewn-02209474-v	own	4	6.71	5.74	have	0	4	0.0	0	0	0	2
oewn-01156228-v	get even	6	6.28	5.7	get	0	6	0.0	0	0	0	2
oewn-01164263-v	work through	4	5.87	5.68	go through	0	4	0.0	0	0	0	2
oewn-01643749-v	create	4	6.35	5.62	do	0	6	0.0	0	0	0	4
oewn-01828678-v	wish	4	6.41	5.61	like	0	4	0.0	0	0	0	2
oewn-00736371-v	think about	6	6.08	5.61	think about	1	6	0.17	0	0	0	3
oewn-02113108-v	get	4	6.28	5.58	get	0	4	0.0	0	0	0	2
oewn-02210796-v	come by	4	5.78	5.58	come by	0	4	0.0	0	0	0	2
oewn-02616880-v	turn out	4	5.96	5.55	work out	0	4	0.0	0	0	0	3
oewn-02114674-v	experience	13	6.1	5.54	know	1	16	0.06	0	0	0	8
oewn-02493222-v	visit	8	6.1	5.51	see	3	9	0.33	0	0	0	5
oewn-01866904-v	stop	4	5.52	5.51	stop	0	5	0.0	0	0	0	3
oewn-00340548-v	arise	5	5.78	5.48	come up	1	6	0.17	0	0	0	4
oewn-02431018-v	open	6	5.68	5.48	found	0	6	0.0	0	0	0	2
oewn-01832678-v	love	4	5.93	5.46	get off	3	4	0.75	0	0	0	3
oewn-02444146-v	set about	6	6.03	5.45	go about	3	6	0.5	0	0	0	2
oewn-01632781-v	bring	6	6.08	5.44	make for	0	6	0.0	0	0	0	2
oewn-00087488-v	contract	4	6.28	5.43	get	3	4	0.75	0	0	0	2
oewn-00973047-v	call	5	5.51	5.43	call	5	5	1.0	0	0	0	3
oewn-02708368-v	cost	6	6.79	5.42	be	0	6	0.0	0	0	0	3
oewn-00149403-v	become	11	6.28	5.4	get	3	13	0.23	0	0	0	9
oewn-00598039-v	know	6	6.1	5.4	know	0	6	0.0	0	0	0	3
oewn-02257962-v	pay	3	5.4	5.4	pay	0	4	0.0	0	0	0	2
oewn-02257739-v	pay up	5	5.4	5.4	pay	0	5	0.0	0	0	0	2
oewn-01191258-v	want	4	6.04	5.38	want	1	5	0.2	0	0	0	3
oewn-02690747-v	continue	17	6.03	5.38	go	0	17	0.0	0	0	0	5
oewn-00924838-v	read	6	5.89	5.38	say	0	7	0.0	0	0	0	4
oewn-02699161-v	front	4	5.81	5.37	look	0	4	0.0	0	0	0	2
oewn-00725311-v	occur	5	5.78	5.37	come	2	5	0.4	0	0	0	2
oewn-00747485-v	order	6	5.71	5.33	place	0	6	0.0	0	0	0	6
oewn-01781131-v	like	6	6.41	5.32	like	5	6	0.83	0	0	0	5
oewn-02211988-v	buy	15	6.28	5.32	get	0	16	0.0	0	0	0	9
oewn-00899077-v	address	3	5.51	5.32	call	0	4	0.0	0	0	0	2
oewn-00685199-v	believe	7	5.51	5.32	believe	3	8	0.38	0	0	0	7
oewn-02133338-v	witness	4	6.1	5.31	see	0	4	0.0	0	0	0	2
oewn-02555278-v	attend	6	6.1	5.3	see	0	6	0.0	0	0	0	3
oewn-02410046-v	take out	6	5.92	5.3	take out	0	6	0.0	0	0	0	4
oewn-00791110-v	call	7	5.51	5.3	call	0	7	0.0	0	0	0	3
oewn-02381520-v	pursue	5	5.49	5.3	run down	0	5	0.0	0	0	0	2
oewn-00706993-v	plan	9	6.11	5.29	be after	0	9	0.0	0	0	0	4
oewn-00136799-v	leave	5	5.6	5.29	let	1	5	0.2	0	0	0	2
oewn-02112480-v	experience	8	6.71	5.27	have	1	10	0.1	0	0	0	4
oewn-00120854-v	have	5	6.71	5.27	have	0	5	0.0	0	0	0	2
oewn-00732037-v	think of	9	6.08	5.27	think of	0	9	0.0	0	0	0	2
oewn-01081873-v	meet	7	5.92	5.27	take on	2	7	0.29	0	0	0	3
oewn-02445635-v	take hold	4	5.4	5.27	take control	0	4	0.0	0	0	0	2
oewn-02376902-v	exert	5	5.96	5.26	do work	2	6	0.33	0	0	0	5
oewn-00383306-v	transform	12	5.96	5.26	work	2	13	0.15	0	0	0	6
oewn-00922307-v	determine	8	6.1	5.25	see	0	8	0.0	0	0	0	2
oewn-02026953-v	meet	12	6.1	5.25	see	0	13	0.0	0	0	0	3
oewn-00612810-v	remember	6	6.04	5.25	think back	0	6	0.0	0	0	0	3
oewn-01066821-v	write out	5	6.08	5.24	make out	0	5	0.0	0	0	0	2
oewn-01133899-v	check	8	5.52	5.24	stop	0	8	0.0	0	0	0	2
oewn-01442997-v	intercept	4	5.52	5.24	stop	0	4	0.0	0	0	0	2
oewn-01513208-v	switch off	5	5.32	5.24	turn off	0	5	0.0	0	0	0	2
oewn-02174146-v	hear	5	6.28	5.23	get	0	6	0.0	0	0	0	3
oewn-02729826-v	go back	4	6.03	5.22	go back	0	4	0.0	0	0	0	2
oewn-01062366-v	give	4	5.71	5.22	give	2	4	0.5	0	0	0	2
oewn-00620873-v	date	4	5.22	5.22	date	1	4	0.25	0	0	0	3
oewn-01644092-v	design	4	6.08	5.21	make up	0	4	0.0	0	0	0	3
oewn-01631641-v	originate	12	6.03	5.21	go back	0	13	0.0	0	0	0	5
oewn-00929986-v	indicate	7	5.68	5.21	show	0	7	0.0	0	0	0	4
oewn-00022092-v	bring to	6	5.27	5.21	bring around	0	6	0.0	0	0	0	2
oewn-02003250-v	precede	3	5.51	5.2	head	0	4	0.0	0	0	0	2
oewn-02641740-v	leave	3	5.34	5.2	leave	0	4	0.0	0	0	0	2
oewn-00117793-v	stay	12	6.79	5.19	be	2	12	0.17	0	0	0	8
oewn-02444366-v	direct	13	6.71	5.19	have	0	13	0.0	0	0	0	6
oewn-00691086-v	think	20	6.1	5.19	know as	1	22	0.05	0	0	0	7
oewn-02651091-v	total	10	6.08	5.19	make	2	10	0.2	0	0	0	5
oewn-02624202-v	survive	12	6.03	5.19	go	0	13	0.0	0	0	0	4
oewn-01216829-v	take	7	5.92	5.19	take	0	8	0.0	0	0	0	3
oewn-02503969-v	reserve	7	5.66	5.19	keep	0	7	0.0	0	0	0	2
oewn-02288169-v	retain	5	5.66	5.19	keep back	0	5	0.0	0	0	0	2
oewn-02647547-v	wait	5	5.35	5.19	wait	4	5	0.8	0	0	0	3
oewn-02538948-v	check	6	5.31	5.19	check	2	6	0.33	0	0	0	4
oewn-00938019-v	break	5	6.28	5.18	get out	0	5	0.0	0	0	0	2
oewn-01488139-v	unpack	7	6.28	5.18	get out	1	7	0.14	0	0	0	5
oewn-02615799-v	end	29	6.03	5.18	go	6	32	0.19	0	0	0	16
oewn-00364717-v	interrupt	9	5.52	5.18	stop	0	9	0.0	0	0	0	4
oewn-02639962-v	prove	5	5.32	5.18	turn out	0	5	0.0	0	0	0	2
oewn-00337070-v	crack	3	5.31	5.18	check	0	4	0.0	0	0	0	2
oewn-00363458-v	cut short	4	5.24	5.18	cut short	0	4	0.0	0	0	0	2
oewn-00757790-v	ask	4	5.51	5.17	call	0	4	0.0	0	0	0	2
oewn-02020375-v	enter	27	6.38	5.16	out in	4	27	0.15	0	0	0	14
oewn-00721987-v	expect	14	5.81	5.16	look	8	17	0.47	0	0	0	8
oewn-02640346-v	result	8	5.78	5.16	come	0	9	0.0	0	0	0	5
oewn-00969657-v	publish	6	5.66	5.16	put out	0	6	0.0	0	0	0	2
oewn-01151427-v	side	4	5.5	5.16	side	0	4	0.0	0	0	0	2
oewn-02161530-v	produce	4	5.27	5.16	bring on	0	4	0.0	0	0	0	2
oewn-00346415-v	get down	33	6.28	5.15	get	1	34	0.03	0	0	0	16
oewn-02053645-v	pass	6	6.28	5.15	get by	0	6	0.0	0	0	0	3
oewn-02344167-v	yield	9	5.71	5.15	give	0	9	0.0	0	0	0	3
oewn-01849171-v	tour	4	6.1	5.14	see	0	4	0.0	0	0	0	3
oewn-00486949-v	follow through	8	5.87	5.14	go through with	0	8	0.0	0	0	0	2
oewn-00343467-v	come	7	5.78	5.14	come	0	7	0.0	0	0	0	4
oewn-02726229-v	follow	3	5.78	5.14	come after	0	4	0.0	0	0	0	2
oewn-01548893-v	stand	7	5.49	5.14	line up	0	7	0.0	0	0	0	4
oewn-02250547-v	transact	6	5.32	5.14	deal	0	6	0.0	0	0	0	4
oewn-00144967-v	round	4	5.14	5.14	round	0	4	0.0	0	0	0	2
oewn-00030640-v	break down	5	6.03	5.13	go over	2	5	0.4	0	0	0	3
oewn-01976312-v	fall	3	5.78	5.13	come down	0	4	0.0	0	0	0	2
oewn-02006752-v	chase away	13	5.49	5.13	run off	0	13	0.0	0	0	0	5
oewn-02234332-v	fall	5	5.33	5.13	light	0	6	0.0	0	0	0	2
oewn-02626667-v	constitute	15	6.79	5.12	be	1	18	0.06	0	0	0	9
oewn-02290474-v	find	17	5.76	5.12	find	0	17	0.0	0	0	0	5
oewn-00950885-v	number	4	5.62	5.12	number	0	4	0.0	0	0	0	2
oewn-01197832-v	sample	5	5.5	5.12	try	1	5	0.2	0	0	0	2
oewn-01349486-v	open	4	5.48	5.12	open	0	4	0.0	0	0	0	3
oewn-01309802-v	flush	7	5.99	5.11	even	0	8	0.0	0	0	0	4
oewn-01439891-v	send	6	5.93	5.11	get off	0	6	0.0	0	0	0	4
oewn-01977139-v	lower	9	5.88	5.11	get down	0	9	0.0	0	0	0	5
oewn-00426920-v	appear	4	5.78	5.11	come out	0	4	0.0	0	0	0	3
oewn-02633444-v	come	4	5.78	5.11	come	0	4	0.0	0	0	0	2
oewn-01063503-v	express	3	5.78	5.11	state	0	4	0.0	0	0	0	3
oewn-02445109-v	head	10	5.51	5.11	head	0	11	0.0	0	0	0	6
oewn-02733337-v	stay	8	5.33	5.11	stay	0	9	0.0	0	0	0	4
oewn-02567247-v	practice	4	5.81	5.1	use	3	4	0.75	0	0	0	2
oewn-01715304-v	stage	7	5.71	5.1	place	0	7	0.0	0	0	0	2
oewn-02622439-v	be	33	6.79	5.09	be	14	37	0.38	0	0	0	15
oewn-02627475-v	form	5	6.08	5.09	make	0	5	0.0	0	0	0	3
oewn-02134765-v	view	5	5.81	5.09	look at	3	5	0.6	0	0	0	3
oewn-00361585-v	be born	7	5.78	5.09	come into being	0	7	0.0	0	0	0	5
oewn-02632685-v	become	11	5.78	5.09	come	0	11	0.0	0	0	0	5
oewn-02321284-v	release	8	5.71	5.09	give	2	8	0.25	0	0	0	3
oewn-02638434-v	miss	5	6.04	5.08	want	1	6	0.17	0	0	0	5
oewn-01074673-v	compete	17	6.03	5.08	go for	4	19	0.21	0	0	0	9
oewn-02139137-v	appear	3	5.81	5.08	look	0	5	0.0	0	0	0	2
oewn-02685340-v	prolong	7	5.66	5.08	keep	0	7	0.0	0	0	0	2
oewn-00967719-v	report	7	5.32	5.08	report	0	7	0.0	0	0	0	4
oewn-02415071-v	sign	5	5.08	5.08	sign	0	5	0.0	0	0	0	2
oewn-01528454-v	function	12	6.03	5.07	go	0	13	0.0	0	0	0	7
oewn-01557581-v	cut out	5	5.24	5.07	cut out	0	5	0.0	0	0	0	4
oewn-02112831-v	undergo	12	6.71	5.06	have	0	13	0.0	0	0	0	6
oewn-02531113-v	work	4	5.96	5.06	work	0	4	0.0	0	0	0	2
oewn-02464596-v	house	9	5.92	5.06	take in	0	9	0.0	0	0	0	6
oewn-01091334-v	station	8	5.71	5.06	place	0	9	0.0	0	0	0	4
oewn-02745355-v	meet	4	5.49	5.06	run into	2	5	0.4	0	0	0	2
oewn-00667394-v	lay down	5	6.08	5.05	make	2	5	0.4	0	0	0	2
oewn-01916152-v	traverse	19	6.08	5.05	get over	0	19	0.0	0	0	0	10
oewn-02710788-v	last	8	5.86	5.05	last	3	9	0.33	0	0	0	4
oewn-02206426-v	distribute	9	5.71	5.05	give out	0	9	0.0	0	0	0	2
oewn-02301114-v	impart	5	5.71	5.05	give	0	5	0.0	0	0	0	2
oewn-02427979-v	let	5	5.71	5.05	give up	1	6	0.17	0	0	0	3
oewn-00880167-v	submit	5	5.71	5.05	give	1	6	0.17	0	0	0	4
oewn-00638550-v	establish	5	5.68	5.05	found	0	5	0.0	0	0	0	2
oewn-00105712-v	feel	4	5.67	5.05	feel	3	4	0.75	0	0	0	3
oewn-02381180-v	engage	5	5.66	5.05	put up	0	5	0.0	0	0	0	2
oewn-02056400-v	pass	7	5.49	5.05	run	0	7	0.0	0	0	0	5
oewn-02292634-v	lose	7	5.45	5.05	white-out	3	7	0.43	0	0	0	5
oewn-01919358-v	transit	6	5.35	5.05	move through	0	6	0.0	0	0	0	2
oewn-00664100-v	check	7	5.31	5.05	check	0	7	0.0	0	0	0	2
oewn-02733758-v	sell	6	5.27	5.05	bring	0	6	0.0	0	0	0	4
oewn-02236443-v	convey	7	5.25	5.05	put across	0	8	0.0	0	0	0	2
oewn-01022365-v	write down	10	5.88	5.04	get down	0	10	0.0	0	0	0	5
oewn-02133118-v	watch	7	5.81	5.04	look on	3	7	0.43	0	0	0	3
oewn-01088514-v	race	8	5.71	5.04	place	0	9	0.0	0	0	0	7
oewn-02492581-v	meet	11	5.51	5.04	call	2	11	0.18	0	0	0	7
oewn-00945595-v	talk of	6	5.42	5.04	talk about	1	6	0.17	0	0	0	3
oewn-02669721-v	repose on	5	5.23	5.04	rest on	0	5	0.0	0	0	0	2
oewn-01934845-v	drive	4	5.13	5.04	drive	0	5	0.0	0	0	0	5
oewn-00710367-v	intend	10	6.11	5.03	be after	0	10	0.0	0	0	0	4
oewn-02154940-v	watch	8	6.1	5.03	see	0	9	0.0	0	0	1	5
oewn-00995046-v	write	29	6.08	5.03	make out	2	31	0.06	0	0	0	16
oewn-00965602-v	speak	5	5.49	5.03	run on	2	5	0.4	0	0	0	4
oewn-02145619-v	produce	4	5.32	5.03	turn on	0	4	0.0	0	0	0	3
oewn-01000444-v	record	7	5.24	5.03	cut	0	8	0.0	0	0	0	6
oewn-01029677-v	opine	7	5.15	5.03	sound off	5	7	0.71	0	0	0	2
oewn-00617464-v	exclude	7	5.92	5.02	take out	0	7	0.0	0	0	0	2
oewn-00701581-v	determine	20	5.71	5.02	place	0	21	0.0	0	0	0	11
oewn-00611060-v	mind	4	5.41	5.01	mind	2	4	0.5	0	0	0	2
oewn-02300511-v	share	5	5.2	5.01	share	0	5	0.0	0	0	0	4
oewn-02055618-v	travel by	11	6.03	5.0	go by	0	12	0.0	0	0	0	5
oewn-02296669-v	yield	6	5.4	5.0	pay	1	6	0.17	0	0	0	3
oewn-02651923-v	count	4	5.38	5.0	matter	0	5	0.0	0	0	0	2
oewn-01756692-v	produce	8	5.34	4.99	leave	0	8	0.0	0	0	0	3
oewn-02678329-v	compensate	10	6.08	4.98	make up	3	11	0.27	0	0	0	3
oewn-00428350-v	vanish	4	6.03	4.98	go	0	4	0.0	0	0	0	3
oewn-02421408-v	collaborate	5	5.38	4.98	go along	3	6	0.5	0	0	0	3
oewn-00642490-v	add	4	5.09	4.98	add	0	4	0.0	0	0	0	2
oewn-02122959-v	notice	6	5.21	4.97	record	2	6	0.33	0	0	0	3
oewn-02060895-v	drive	4	5.13	4.97	drive	0	4	0.0	0	0	0	3
oewn-01153576-v	aim	15	5.92	4.96	take	0	19	0.0	0	0	0	9
oewn-01004785-v	film	4	5.92	4.96	take	0	4	0.0	0	0	0	2
oewn-00601387-v	learn	11	5.92	4.96	take	0	11	0.0	0	0	0	4
oewn-00745330-v	reach	6	5.87	4.96	get through	0	7	0.0	0	0	0	4
oewn-01439155-v	turn	4	5.32	4.96	turn	0	4	0.0	0	0	0	3
oewn-01119003-v	resist	15	5.19	4.96	hold	2	16	0.12	0	0	0	8
oewn-02009962-v	arrive	25	6.28	4.94	get	2	28	0.07	0	0	0	14
oewn-00087206-v	sicken	7	6.28	4.94	get	5	7	0.71	0	0	0	4
oewn-02738673-v	accommodate	6	5.71	4.94	house	0	6	0.0	0	0	0	4
oewn-02235554-v	pass	27	5.71	4.94	give	5	29	0.17	0	0	0	8
oewn-02010848-v	reach	5	5.37	4.94	hit	0	5	0.0	0	0	0	3
oewn-01853188-v	come	21	6.03	4.93	go up	0	23	0.0	0	0	0	7
oewn-01067899-v	keep	4	5.66	4.93	keep	0	4	0.0	0	0	0	2
oewn-02328282-v	stock	5	5.32	4.93	buy in	1	5	0.2	0	0	0	3
oewn-02691488-v	reach	4	4.94	4.93	reach	0	4	0.0	0	0	0	2
oewn-00840203-v	make	4	6.08	4.92	make	0	4	0.0	0	0	0	2
oewn-00878858-v	research	4	5.81	4.92	look up	0	4	0.0	0	0	0	2
oewn-01492094-v	drop	8	5.66	4.92	put down	0	8	0.0	0	0	0	3
oewn-00515544-v	bring out	8	5.61	4.92	play up	0	8	0.0	0	0	0	4
oewn-02629987-v	form	5	5.31	4.92	form	0	5	0.0	0	0	0	2
oewn-02326371-v	rob	4	5.19	4.92	hold up	1	4	0.25	0	0	1	3
oewn-00470295-v	wear	7	4.92	4.92	wear	0	7	0.0	0	0	0	3
oewn-02110960-v	perceive	28	6.71	4.91	have	6	31	0.19	0	0	0	23
oewn-02024442-v	reach	26	6.28	4.91	get	0	28	0.0	0	0	0	15
oewn-01031885-v	label	12	6.1	4.91	know as	5	13	0.38	0	0	0	5
oewn-01102003-v	lose	6	5.88	4.91	go down	2	6	0.33	0	0	0	5
oewn-00485097-v	complete	29	5.87	4.91	get through	1	30	0.03	0	0	0	9
oewn-01153025-v	target	9	5.81	4.91	home in	0	9	0.0	0	0	0	3
oewn-01689208-v	create	4	5.04	4.91	build	0	4	0.0	0	0	0	4
oewn-02661230-v	be	51	6.79	4.9	be	3	65	0.05	0	0	0	37
oewn-02021901-v	board	6	6.28	4.9	get on	0	6	0.0	0	0	0	4
oewn-00600349-v	learn	17	6.1	4.9	see	7	17	0.41	0	0	0	7
oewn-01672498-v	work	13	6.08	4.9	make over	0	13	0.0	0	0	0	8
oewn-00254647-v	develop	11	5.96	4.9	work out	0	12	0.0	0	0	0	6
oewn-01203572-v	trip	5	5.93	4.9	get off	4	5	0.8	0	0	0	2
oewn-01022014-v	note	9	5.81	4.9	look on	0	10	0.0	0	0	0	3
oewn-00125649-v	turn	3	5.32	4.9	turn	0	4	0.0	0	0	0	3
oewn-01548665-v	rest	7	5.23	4.9	rest	0	7	0.0	0	0	0	5
oewn-02208144-v	have	27	6.71	4.89	have	9	43	0.21	0	0	0	22
oewn-02714280-v	spend	15	6.35	4.89	do	0	15	0.0	0	0	0	10
oewn-00744289-v	communicate	27	5.66	4.89	put over	2	28	0.07	0	0	0	14
oewn-00118331-v	continue	9	5.49	4.89	run	0	9	0.0	0	0	0	4
oewn-02681865-v	refer	40	6.79	4.88	be	2	41	0.05	0	0	0	9
oewn-01987278-v	arise	6	6.28	4.88	get up	0	7	0.0	0	0	0	3
oewn-02399325-v	fill	4	5.92	4.88	take	0	4	0.0	0	0	0	2
oewn-01991174-v	position	10	5.92	4.88	take	0	10	0.0	0	0	0	5
oewn-01476839-v	range	5	5.59	4.88	set out	0	5	0.0	0	0	0	2
oewn-01480632-v	barricade	10	5.52	4.88	stop	7	11	0.64	0	0	0	3
oewn-02460829-v	watch	9	5.34	4.88	watch	5	10	0.5	0	0	0	5
oewn-02574587-v	practice	6	6.35	4.87	do	0	6	0.0	0	0	0	2
oewn-02306786-v	bear	6	5.92	4.87	take over	2	6	0.33	0	0	0	2
oewn-01203078-v	drug	9	5.37	4.87	take a hit	0	9	0.0	0	0	0	6
oewn-02629610-v	become	18	6.08	4.86	make	3	19	0.16	0	0	0	7
oewn-01302344-v	detach	9	5.78	4.86	come off	0	9	0.0	0	0	0	5
oewn-02559394-v	discipline	5	5.31	4.86	check	0	5	0.0	0	0	0	2
oewn-00686739-v	include	5	5.21	4.86	include	0	5	0.0	0	0	0	4
oewn-00373318-v	heat	5	5.16	4.86	hot up	2	5	0.4	0	0	0	3
oewn-00457695-v	match	6	5.13	4.86	match	0	6	0.0	0	0	0	2
oewn-01546780-v	seat	4	4.9	4.86	sit	0	4	0.0	0	0	0	2
oewn-02240906-v	accept	15	6.71	4.85	have	0	17	0.0	0	0	0	6
oewn-02214901-v	receive	10	6.71	4.85	have	1	12	0.08	0	0	0	9
oewn-02604140-v	assemble	4	6.08	4.85	make	0	4	0.0	0	0	0	2
oewn-02241406-v	accept	5	5.92	4.85	take	0	5	0.0	0	0	0	2
oewn-00736077-v	consider	10	5.92	4.85	take	4	10	0.4	0	0	0	5
oewn-02708690-v	suit	5	5.92	4.85	take	3	5	0.6	0	0	0	2
oewn-00748704-v	order	12	5.89	4.85	say	0	12	0.0	0	0	0	7
oewn-02625202-v	last out	5	5.86	4.85	last out	0	5	0.0	0	0	0	2
oewn-00344828-v	happen	5	5.78	4.85	come out	0	5	0.0	0	0	0	2
oewn-01440941-v	deliver	12	5.66	4.85	put down	1	12	0.08	0	0	0	5
oewn-02687605-v	keep	18	5.66	4.85	keep	0	19	0.0	0	0	0	10
oewn-02265169-v	trade	9	5.49	4.85	run	0	10	0.0	0	0	0	8
oewn-02226741-v	change hands	8	5.19	4.85	return	1	9	0.11	0	0	0	4
oewn-02019450-v	exit	22	6.28	4.84	get out	0	23	0.0	0	0	0	12
oewn-02259066-v	settle	9	6.08	4.84	make up	0	10	0.0	0	0	0	7
oewn-00276642-v	tidy	12	6.08	4.84	make	0	12	0.0	0	0	0	3
